jobid,exename,numnodes,numcpus,numtasks,executiontime,start,end,power,memory,appname,taskspercpu,taskspernode,user
11501,vasp_std,25,6800,25,614,2020-11-28T03:43:18,2020-11-28T03:53:32,117.029,2648890,vasp,0.003676471,1,user_54
11502,vasp_std,25,6800,25,2472,2020-11-28T08:51:54,2020-11-28T09:33:06,210.856,47820700,vasp,0.003676471,1,user_54
11503,vasp_std,25,6800,25,2253,2020-11-28T14:07:24,2020-11-28T14:44:57,210.687,46414500,vasp,0.003676471,1,user_54
11504,vasp_std,25,6800,25,2226,2020-11-28T15:09:47,2020-11-28T15:46:53,211.593,46843200,vasp,0.003676471,1,user_54
11505,vasp_std,25,6800,25,2451,2020-11-28T17:12:23,2020-11-28T17:53:14,209.918,46881600,vasp,0.003676471,1,user_54
11506,vasp_std,25,6800,25,2979,2020-11-29T08:29:38,2020-11-29T09:19:17,217.58,49826500,vasp,0.003676471,1,user_54
11507,vasp_gam,25,6800,25,2544,2020-11-29T22:50:00,2020-11-29T23:32:24,209.746,47720900,vasp,0.003676471,1,user_54
11508,vasp_std,25,6800,25,2608,2020-11-30T10:36:05,2020-11-30T11:19:33,205.729,45718700,vasp,0.003676471,1,user_54
11509,vasp_std,25,6800,25,2503,2020-11-30T22:50:16,2020-11-30T23:31:59,208.477,46497900,vasp,0.003676471,1,user_54
11510,vasp_std,25,6800,25,2568,2020-12-01T03:42:27,2020-12-01T04:25:15,209.129,47139900,vasp,0.003676471,1,user_54
11511,vasp_std,25,6800,25,2587,2020-12-01T13:00:27,2020-12-01T13:43:34,208.914,47147700,vasp,0.003676471,1,user_54
11512,vasp_std,25,6800,25,2527,2020-12-01T14:19:23,2020-12-01T15:01:30,211.168,48150400,vasp,0.003676471,1,user_54
11513,vasp_std,25,6800,25,2541,2020-12-01T19:19:04,2020-12-01T20:01:25,210.366,47614500,vasp,0.003676471,1,user_54
11514,vasp_std,25,6800,25,2577,2020-12-01T20:30:47,2020-12-01T21:13:44,209.293,47026200,vasp,0.003676471,1,user_54
11515,vasp_std,25,6800,25,2513,2020-12-01T22:35:26,2020-12-01T23:17:19,209.443,47278400,vasp,0.003676471,1,user_54
11516,vasp_std,25,6800,25,2521,2020-12-01T23:33:56,2020-12-02T00:15:57,208.575,46746000,vasp,0.003676471,1,user_54
11517,vasp_std,25,6800,25,2306,2020-12-02T03:23:40,2020-12-02T04:02:06,210.371,45865600,vasp,0.003676471,1,user_54
11518,vasp_std,25,6800,25,2300,2020-12-02T05:16:52,2020-12-02T05:55:12,210.251,46324500,vasp,0.003676471,1,user_54
11519,vasp_std,25,6800,25,2522,2020-12-02T07:10:35,2020-12-02T07:52:37,208.619,46791000,vasp,0.003676471,1,user_54
11520,vasp_std,25,6800,25,2638,2020-12-02T08:08:58,2020-12-02T08:52:56,205.841,45354200,vasp,0.003676471,1,user_54
11521,vasp_std,25,6800,25,2600,2020-12-02T19:39:01,2020-12-02T20:22:21,208.846,47159400,vasp,0.003676471,1,user_54
11522,vasp_gam,25,6800,25,2637,2020-12-02T20:52:48,2020-12-02T21:36:45,207.594,46558800,vasp,0.003676471,1,user_54
11523,vasp_std,25,6800,25,2694,2020-12-02T23:21:46,2020-12-03T00:06:40,205.499,45552700,vasp,0.003676471,1,user_54
11524,vasp_std,25,6800,25,2288,2020-12-03T07:58:59,2020-12-03T08:37:07,209.983,45873500,vasp,0.003676471,1,user_54
11525,vasp_gam,25,6800,25,2366,2020-12-03T10:18:05,2020-12-03T10:57:31,207.818,45412000,vasp,0.003676471,1,user_54
11526,vasp_gam_fixed_c,25,6800,25,2366,2020-12-06T04:03:10,2020-12-06T04:42:36,208.406,45531000,vasp,0.003676471,1,user_54
11527,vasp_std,25,6800,25,2529,2020-12-06T09:40:06,2020-12-06T10:22:15,208.047,46307300,vasp,0.003676471,1,user_54
11528,vasp_std_knl,25,6800,25,2887,2020-12-06T23:12:39,2020-12-07T00:00:46,203.011,44693300,vasp,0.003676471,1,user_54
11529,vasp_std,25,6800,25,831,2020-12-14T06:52:44,2020-12-14T07:06:35,169.864,31905300,vasp,0.003676471,1,user_54
11530,vasp_std,25,6800,25,2851,2020-12-14T20:23:30,2020-12-14T21:11:01,201.758,41928700,vasp,0.003676471,1,user_54
11531,vasp_std,25,6800,25,2691,2020-12-14T21:37:18,2020-12-14T22:22:09,205.921,43762500,vasp,0.003676471,1,user_54
11532,vasp_std,25,6800,25,3351,2020-12-19T10:39:45,2020-12-19T11:35:36,202.372,42532900,vasp,0.003676471,1,user_54
11533,vasp_std,25,6800,25,3306,2020-12-19T15:22:14,2020-12-19T16:17:20,201.668,41895600,vasp,0.003676471,1,user_54
11534,vasp_std,25,6800,25,3317,2020-12-19T18:18:56,2020-12-19T19:14:13,200.951,41629900,vasp,0.003676471,1,user_54
11535,vasp_std,50,13600,50,1591,2020-12-22T11:02:27,2020-12-22T11:28:58,203.033,42146000,vasp,0.003676471,1,user_54
11536,vasp_std,50,13600,50,1432,2020-12-23T15:02:19,2020-12-23T15:26:11,202.35,40116800,vasp,0.003676471,1,user_54
11537,vasp_std,50,13600,50,1521,2020-12-24T10:19:26,2020-12-24T10:44:47,200.593,39985500,vasp,0.003676471,1,user_54
11538,vasp_std,50,13600,50,1839,2020-12-24T15:03:16,2020-12-24T15:33:55,189.5,34534600,vasp,0.003676471,1,user_54
11539,vasp_std,50,13600,50,1567,2020-12-24T16:01:54,2020-12-24T16:28:01,201.002,40723900,vasp,0.003676471,1,user_54
11540,vasp_std_knl,50,13600,50,1600,2020-12-24T17:49:06,2020-12-24T18:15:46,201.806,41345100,vasp,0.003676471,1,user_54
11541,vasp_std,50,13600,50,1678,2020-12-24T21:02:32,2020-12-24T21:30:30,201.748,41711000,vasp,0.003676471,1,user_54
11542,vasp_std,50,13600,50,1742,2020-12-24T22:04:30,2020-12-24T22:33:32,198.091,40037400,vasp,0.003676471,1,user_54
11543,vasp_std,50,13600,50,1997,2020-12-25T01:25:04,2020-12-25T01:58:21,193.255,37743900,vasp,0.003676471,1,user_54
11544,vasp_std,50,13600,50,1693,2020-12-25T05:56:37,2020-12-25T06:24:50,200.528,41174100,vasp,0.003676471,1,user_54
11545,vasp_std,50,13600,50,1742,2020-12-25T06:58:06,2020-12-25T07:27:08,197.307,39344900,vasp,0.003676471,1,user_54
11546,vasp_std,50,13600,50,1724,2020-12-25T08:06:58,2020-12-25T08:35:42,197.995,39577800,vasp,0.003676471,1,user_54
11547,vasp_gam,50,13600,50,1832,2020-12-25T09:17:20,2020-12-25T09:47:52,193.953,37544100,vasp,0.003676471,1,user_54
11548,vasp_std,50,13600,50,1489,2020-12-25T15:26:12,2020-12-25T15:51:01,197.349,38881700,vasp,0.003676471,1,user_54
11549,vasp_std,50,13600,50,1434,2020-12-25T16:26:35,2020-12-25T16:50:29,199.281,39604200,vasp,0.003676471,1,user_54
11550,vasp_std,50,13600,50,1481,2020-12-25T17:24:39,2020-12-25T17:49:20,198.565,39438700,vasp,0.003676471,1,user_54
11551,vasp_std,50,13600,50,1473,2020-12-25T21:50:45,2020-12-25T22:15:18,203.36,42745700,vasp,0.003676471,1,user_54
11552,vasp_std,50,13600,50,1491,2020-12-25T22:42:49,2020-12-25T23:07:40,202.211,42336800,vasp,0.003676471,1,user_54
11553,vasp_std,50,13600,50,1635,2020-12-26T02:04:16,2020-12-26T02:31:31,201.324,42563600,vasp,0.003676471,1,user_54
11554,vasp_std,50,13600,50,1890,2020-12-26T13:28:30,2020-12-26T14:00:00,188.374,35292100,vasp,0.003676471,1,user_54
11555,vasp_std,50,13600,50,1548,2020-12-26T18:39:39,2020-12-26T19:05:27,195.33,37512600,vasp,0.003676471,1,user_54
11556,vasp_std,50,13600,50,1413,2020-12-26T20:18:22,2020-12-26T20:41:55,200.764,40303900,vasp,0.003676471,1,user_54
11557,vasp_std,50,13600,50,1600,2020-12-27T01:01:51,2020-12-27T01:28:31,197.146,39465100,vasp,0.003676471,1,user_54
11558,vasp_std,50,13600,50,1595,2020-12-27T04:10:29,2020-12-27T04:37:04,201.64,42828700,vasp,0.003676471,1,user_54
11559,vasp_std,50,13600,50,1639,2020-12-27T05:13:59,2020-12-27T05:41:18,197.773,40394200,vasp,0.003676471,1,user_54
11560,vasp_std,50,13600,50,1780,2020-12-27T08:30:10,2020-12-27T08:59:50,199.235,41201900,vasp,0.003676471,1,user_54
11561,vasp_std,50,13600,50,1557,2020-12-27T10:46:41,2020-12-27T11:12:38,202.26,42702500,vasp,0.003676471,1,user_54
11562,vasp_std,50,13600,50,1686,2020-12-27T12:08:05,2020-12-27T12:36:11,197.073,40016400,vasp,0.003676471,1,user_54
11563,sm_chroma,25,6800,25,833,2020-11-29T14:58:31,2020-11-29T15:12:24,145.839,16723200,chroma,0.003676471,1,user_54
11564,sm_chroma,25,6800,25,2587,2020-11-29T17:04:36,2020-11-29T17:47:43,208.137,46723400,chroma,0.003676471,1,user_54
11565,chroma,25,6800,25,2574,2020-12-01T09:23:26,2020-12-01T10:06:20,209.473,47202200,chroma,0.003676471,1,user_54
11566,chroma,50,13600,50,2138,2020-12-26T22:51:18,2020-12-26T23:26:56,183.38,31863900,chroma,0.003676471,1,user_54
11567,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,25,6800,25,2561,2020-11-30T15:12:01,2020-11-30T15:54:42,208.158,46557100,su3,0.003676471,1,user_54
11568,su3_rmd,25,6800,25,2520,2020-12-01T15:36:52,2020-12-01T16:18:52,211.112,48124500,su3,0.003676471,1,user_54
11569,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,25,6800,25,2527,2020-12-01T18:04:35,2020-12-01T18:46:42,211.311,48096300,su3,0.003676471,1,user_54
11570,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,25,6800,25,2584,2020-12-02T18:22:31,2020-12-02T19:05:35,210.104,47510500,su3,0.003676471,1,user_54
11571,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,50,13600,50,1771,2020-12-24T11:11:25,2020-12-24T11:40:56,194.495,37370000,su3,0.003676471,1,user_54
11572,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,50,13600,50,1690,2020-12-24T12:06:53,2020-12-24T12:35:03,193.175,36267500,su3,0.003676471,1,user_54
11573,pw.x,30,8160,30,4656,2020-11-11T12:44:08,2020-11-11T14:01:44,215.434,40561900,pw,0.003676471,1,user_54
11574,pw.x,1,272,1,6713,2020-11-15T16:40:18,2020-11-15T18:32:11,121.901,2168220,pw,0.003676471,1,user_54
11575,pw.x,4,1088,4,4035,2020-11-23T09:32:17,2020-11-23T10:39:32,185.041,11339300,pw,0.003676471,1,user_54
11576,pw.x,25,6800,25,2557,2020-11-23T19:47:16,2020-11-23T20:29:53,209.342,46218400,pw,0.003676471,1,user_54
11577,pw.x,25,6800,25,2500,2020-11-23T23:17:48,2020-11-23T23:59:28,211.983,47435600,pw,0.003676471,1,user_54
11578,pw.x,25,6800,25,2698,2020-11-24T01:59:33,2020-11-24T02:44:31,205.61,44670900,pw,0.003676471,1,user_54
11579,pw.x,25,6800,25,2497,2020-11-24T04:32:26,2020-11-24T05:14:03,210.615,46724400,pw,0.003676471,1,user_54
11580,pw.x,25,6800,25,2304,2020-11-24T06:47:01,2020-11-24T07:25:25,212.652,46629900,pw,0.003676471,1,user_54
11581,pw.x,25,6800,25,2182,2020-11-24T07:52:22,2020-11-24T08:28:44,212.189,46800200,pw,0.003676471,1,user_54
11582,pw.x,25,6800,25,2228,2020-11-24T10:00:02,2020-11-24T10:37:10,212.597,46182200,pw,0.003676471,1,user_54
11583,pw.x,25,6800,25,694,2020-11-24T15:10:02,2020-11-24T15:21:36,146.8,17540600,pw,0.003676471,1,user_54
11584,pw2bgw.x,25,6800,25,2382,2020-11-26T11:56:30,2020-11-26T12:36:12,139.286,13686800,bgw,0.003676471,1,user_54
11585,pw.x,25,6800,25,806,2020-11-26T12:36:17,2020-11-26T12:49:43,171.903,28754500,pw,0.003676471,1,user_54
11586,pw.x,25,6800,25,800,2020-11-26T12:49:48,2020-11-26T13:03:08,169.02,28371700,pw,0.003676471,1,user_54
11587,pw.x,25,6800,25,2738,2020-11-27T12:26:02,2020-11-27T13:11:40,205.025,44754200,pw,0.003676471,1,user_54
11588,pw.x,25,6800,25,2692,2020-11-27T16:04:46,2020-11-27T16:49:38,205.755,45431000,pw,0.003676471,1,user_54
11589,pw.x,25,6800,25,2574,2020-11-27T19:36:10,2020-11-27T20:19:04,208.78,47064400,pw,0.003676471,1,user_54
11590,pw.x,25,6800,25,2508,2020-11-28T00:07:20,2020-11-28T00:49:08,212.703,48298000,pw,0.003676471,1,user_54
11591,pw.x,25,6800,25,2483,2020-11-28T07:44:34,2020-11-28T08:25:57,210.996,47864100,pw,0.003676471,1,user_54
11592,pw2bgw.x,25,6800,25,2459,2020-11-28T09:57:35,2020-11-28T10:38:34,210.924,47549200,bgw,0.003676471,1,user_54
11593,pw.x,25,6800,25,2235,2020-11-28T12:05:13,2020-11-28T12:42:28,210.887,46582700,pw,0.003676471,1,user_54
11594,pw.x,25,6800,25,835,2020-11-29T14:44:28,2020-11-29T14:58:23,146.181,16804500,pw,0.003676471,1,user_54
11595,pw.x,25,6800,25,2435,2020-11-29T15:57:11,2020-11-29T16:37:46,210.306,47111200,pw,0.003676471,1,user_54
11596,pw.x,25,6800,25,2593,2020-11-29T18:16:14,2020-11-29T18:59:27,208.222,46606700,pw,0.003676471,1,user_54
11597,pw.x,25,6800,25,2556,2020-11-29T20:34:02,2020-11-29T21:16:38,209.459,47300300,pw,0.003676471,1,user_54
11598,pw.x,25,6800,25,2505,2020-11-30T08:18:28,2020-11-30T09:00:13,211.912,48260000,pw,0.003676471,1,user_54
11599,pw.x,25,6800,25,2280,2020-11-30T18:30:13,2020-11-30T19:08:13,210.047,46133100,pw,0.003676471,1,user_54
11600,pw.x,25,6800,25,2366,2020-12-02T00:32:44,2020-12-02T01:12:10,209.325,46176600,pw,0.003676471,1,user_54
11601,pw.x,25,6800,25,2279,2020-12-02T01:30:18,2020-12-02T02:08:17,209.537,45910100,pw,0.003676471,1,user_54
11602,pw.x,25,6800,25,2393,2020-12-02T02:27:03,2020-12-02T03:06:56,205.551,44094600,pw,0.003676471,1,user_54
11603,pw.x,25,6800,25,2673,2020-12-02T15:42:13,2020-12-02T16:26:46,206.2,45838000,pw,0.003676471,1,user_54
11604,pw2bgw.x,25,6800,25,2664,2020-12-03T00:40:47,2020-12-03T01:25:11,205.562,45603500,bgw,0.003676471,1,user_54
11605,pw2bgw.x,25,6800,25,2579,2020-12-03T01:59:56,2020-12-03T02:42:55,208.28,46531900,bgw,0.003676471,1,user_54
11606,pw.x,25,6800,25,2295,2020-12-03T06:48:30,2020-12-03T07:26:45,209.975,45913300,pw,0.003676471,1,user_54
11607,pw.x,25,6800,25,2305,2020-12-03T09:09:22,2020-12-03T09:47:47,209.937,46000000,pw,0.003676471,1,user_54
11608,pw.x,25,6800,25,2502,2020-12-03T12:37:14,2020-12-03T13:18:56,210.186,47360400,pw,0.003676471,1,user_54
11609,pw.x,25,6800,25,2793,2020-12-03T13:50:23,2020-12-03T14:36:56,202.521,44232800,pw,0.003676471,1,user_54
11610,pw.x,25,6800,25,2589,2020-12-05T05:06:00,2020-12-05T05:49:09,208.378,46991800,pw,0.003676471,1,user_54
11611,pw2bgw.x,25,6800,25,2621,2020-12-05T09:44:41,2020-12-05T10:28:22,209.028,47177700,bgw,0.003676471,1,user_54
11612,pw2bgw.x,25,6800,25,2852,2020-12-05T10:53:48,2020-12-05T11:41:20,200.805,43430800,bgw,0.003676471,1,user_54
11613,pw.x,25,6800,25,2748,2020-12-05T12:06:34,2020-12-05T12:52:22,204.573,45425900,pw,0.003676471,1,user_54
11614,pw.x,25,6800,25,2635,2020-12-05T15:40:04,2020-12-05T16:23:59,208.079,46964000,pw,0.003676471,1,user_54
11615,pw.x,25,6800,25,2669,2020-12-05T16:50:37,2020-12-05T17:35:06,206.928,46559100,pw,0.003676471,1,user_54
11616,pw2bgw.x,25,6800,25,2959,2020-12-05T18:05:10,2020-12-05T18:54:29,199.616,42827800,bgw,0.003676471,1,user_54
11617,pw.x,25,6800,25,2628,2020-12-06T01:43:13,2020-12-06T02:27:01,207.67,46641500,pw,0.003676471,1,user_54
11618,pw2bgw.x,25,6800,25,2334,2020-12-06T05:08:16,2020-12-06T05:47:10,210.069,46523500,bgw,0.003676471,1,user_54
11619,pw.x,25,6800,25,2746,2020-12-06T06:16:56,2020-12-06T07:02:42,195.845,39939900,pw,0.003676471,1,user_54
11620,pw2bgw.x,25,6800,25,2639,2020-12-06T10:49:12,2020-12-06T11:33:11,207.418,46622800,bgw,0.003676471,1,user_54
11621,pw.x,25,6800,25,2656,2020-12-06T13:27:00,2020-12-06T14:11:16,207.621,46843800,pw,0.003676471,1,user_54
11622,pw2bgw.x,25,6800,25,2711,2020-12-06T14:58:33,2020-12-06T15:43:44,205.393,45687400,bgw,0.003676471,1,user_54
11623,pw2bgw.x,25,6800,25,1031,2020-12-14T02:20:08,2020-12-14T02:37:19,164.092,29053300,bgw,0.003676471,1,user_54
11624,pw2bgw.x,25,6800,25,823,2020-12-14T08:18:50,2020-12-14T08:32:33,169.951,32215000,bgw,0.003676471,1,user_54
11625,pw.x,25,6800,25,2917,2020-12-15T00:02:11,2020-12-15T00:50:48,205.141,44533400,pw,0.003676471,1,user_54
11626,pw.x,25,6800,25,2910,2020-12-19T08:00:40,2020-12-19T08:49:10,209.386,45587900,pw,0.003676471,1,user_54
11627,pw.x,25,6800,25,3211,2020-12-19T09:16:45,2020-12-19T10:10:16,202.846,42410800,pw,0.003676471,1,user_54
11628,pw.x,25,6800,25,3537,2020-12-19T13:41:52,2020-12-19T14:40:49,198.909,40222100,pw,0.003676471,1,user_54
11629,pw.x,50,13600,50,1698,2020-12-21T00:52:34,2020-12-21T01:20:52,196.977,39838600,pw,0.003676471,1,user_54
11630,pw.x,50,13600,50,1674,2020-12-21T11:45:44,2020-12-21T12:13:38,198.218,40296400,pw,0.003676471,1,user_54
11631,pw.x,50,13600,50,1569,2020-12-21T18:12:05,2020-12-21T18:38:14,202.372,42784700,pw,0.003676471,1,user_54
11632,pw.x,50,13600,50,1686,2020-12-22T12:37:33,2020-12-22T13:05:39,204.149,42885200,pw,0.003676471,1,user_54
11633,pw.x,50,13600,50,1697,2020-12-22T14:24:27,2020-12-22T14:52:44,199.693,40783600,pw,0.003676471,1,user_54
11634,pw.x,50,13600,50,1701,2020-12-22T16:12:49,2020-12-22T16:41:10,199.545,40182300,pw,0.003676471,1,user_54
11635,pw.x,50,13600,50,1665,2020-12-22T17:06:28,2020-12-22T17:34:13,200.966,40685100,pw,0.003676471,1,user_54
11636,pw.x,50,13600,50,1626,2020-12-22T20:45:28,2020-12-22T21:12:34,200.9,41169500,pw,0.003676471,1,user_54
11637,pw.x,50,13600,50,1880,2020-12-22T22:36:27,2020-12-22T23:07:47,192.75,36946800,pw,0.003676471,1,user_54
11638,pw.x,50,13600,50,1595,2020-12-23T05:20:23,2020-12-23T05:46:58,196.991,38512500,pw,0.003676471,1,user_54
11639,pw.x,50,13600,50,1562,2020-12-23T07:00:29,2020-12-23T07:26:31,199.474,40139300,pw,0.003676471,1,user_54
11640,pw.x,50,13600,50,1681,2020-12-23T13:05:55,2020-12-23T13:33:56,191.562,35489600,pw,0.003676471,1,user_54
11641,pw.x,50,13600,50,1573,2020-12-23T16:01:40,2020-12-23T16:27:53,196.219,37334100,pw,0.003676471,1,user_54
11642,pw.x,50,13600,50,1485,2020-12-23T17:58:13,2020-12-23T18:22:58,200.351,40267500,pw,0.003676471,1,user_54
11643,pw.x,50,13600,50,1566,2020-12-24T09:26:54,2020-12-24T09:53:00,200.639,40615400,pw,0.003676471,1,user_54
11644,pw.x,50,13600,50,1575,2020-12-24T12:59:47,2020-12-24T13:26:02,199.585,39934100,pw,0.003676471,1,user_54
11645,pw.x,50,13600,50,1627,2020-12-24T16:53:43,2020-12-24T17:20:50,199.905,40513800,pw,0.003676471,1,user_54
11646,pw.x,50,13600,50,1612,2020-12-24T20:00:26,2020-12-24T20:27:18,203.429,42365000,pw,0.003676471,1,user_54
11647,pw.x,50,13600,50,1893,2020-12-25T00:14:04,2020-12-25T00:45:37,198.566,39943800,pw,0.003676471,1,user_54
11648,pw.x,50,13600,50,1592,2020-12-26T15:21:33,2020-12-26T15:48:05,197.748,39955800,pw,0.003676471,1,user_54
11649,pw.x,50,13600,50,1400,2020-12-26T19:29:12,2020-12-26T19:52:32,202.196,41127700,pw,0.003676471,1,user_54
11650,pw.x,50,13600,50,1452,2020-12-26T21:06:07,2020-12-26T21:30:19,199.79,39875000,pw,0.003676471,1,user_54
11651,pw2bgw.x,50,13600,50,1563,2020-12-27T02:14:06,2020-12-27T02:40:09,199.714,40844400,bgw,0.003676471,1,user_54
11652,pw2bgw.x,50,13600,50,1533,2020-12-27T03:14:51,2020-12-27T03:40:24,201.936,42426200,bgw,0.003676471,1,user_54
11653,qlua,25,6800,25,2680,2020-11-27T14:47:58,2020-11-27T15:32:38,205.937,45560900,qlua,0.003676471,1,user_54
11654,e3sm.exe,25,6800,25,2498,2020-12-02T06:12:04,2020-12-02T06:53:42,207.963,46078200,e3sm,0.003676471,1,user_54
11655,e3sm.exe,25,6800,25,2783,2020-12-02T17:01:45,2020-12-02T17:48:08,205.11,45046100,e3sm,0.003676471,1,user_54
11656,e3sm.exe,25,6800,25,1149,2020-12-03T14:37:04,2020-12-03T14:56:13,122.214,6531120,e3sm,0.003676471,1,user_54
11657,e3sm.exe,25,6800,25,3379,2020-12-19T12:06:00,2020-12-19T13:02:19,200.736,41619400,e3sm,0.003676471,1,user_54
11658,e3sm.exe,50,13600,50,1694,2020-12-24T08:31:03,2020-12-24T08:59:17,197.114,38921700,e3sm,0.003676471,1,user_54
11659,e3sm_io.my_romio,50,13600,50,1554,2020-12-25T10:22:48,2020-12-25T10:48:42,204.047,42461900,e3sm,0.003676471,1,user_54
11660,e3sm.exe,50,13600,50,1642,2020-12-27T06:12:41,2020-12-27T06:40:03,198.795,41169000,e3sm,0.003676471,1,user_54
11661,gene_cori,25,6800,25,2681,2020-12-14T07:06:43,2020-12-14T07:51:24,206.132,46958600,gene,0.003676471,1,user_54
11662,gene_cori,25,6800,25,3021,2020-12-14T11:28:12,2020-12-14T12:18:33,194.714,39416500,gene,0.003676471,1,user_54
11663,global_fcst_cmip5,25,6800,25,2256,2020-11-28T13:06:01,2020-11-28T13:43:37,210.594,46430100,cmip5,0.003676471,1,user_54
11664,global_fcst_cmip5,50,13600,50,1580,2020-12-22T11:54:15,2020-12-22T12:20:35,202.946,42088000,cmip5,0.003676471,1,user_54
11665,vasp_std,128,34816,128,601,2020-11-05T23:33:42,2020-11-05T23:43:43,229.689,28939000,vasp,0.003676471,1,user_55
11666,vasp_std,128,34816,128,630,2020-11-05T23:47:07,2020-11-05T23:57:37,227.67,28549200,vasp,0.003676471,1,user_55
11667,vasp_std,128,34816,128,608,2020-11-08T08:15:48,2020-11-08T08:25:56,227.719,29343700,vasp,0.003676471,1,user_55
11668,vasp_std,128,34816,128,689,2020-11-08T18:14:01,2020-11-08T18:25:30,223.321,30143900,vasp,0.003676471,1,user_55
11669,vasp_std,128,34816,128,617,2020-11-08T18:22:32,2020-11-08T18:32:49,227.577,29907200,vasp,0.003676471,1,user_55
11670,vasp_std,128,34816,128,614,2020-11-09T11:21:24,2020-11-09T11:31:38,224.585,29003600,vasp,0.003676471,1,user_55
11671,vasp_std,128,34816,128,617,2020-11-09T11:21:24,2020-11-09T11:31:41,224.994,28882500,vasp,0.003676471,1,user_55
11672,vasp_std,128,34816,128,654,2020-11-09T13:17:47,2020-11-09T13:28:41,220.988,29333400,vasp,0.003676471,1,user_55
11673,vasp_std,128,34816,128,601,2020-11-09T22:42:24,2020-11-09T22:52:25,227.921,29868800,vasp,0.003676471,1,user_55
11674,vasp_std,128,34816,128,608,2020-11-09T22:49:49,2020-11-09T22:59:57,227.137,28829700,vasp,0.003676471,1,user_55
11675,vasp_std,128,34816,128,686,2020-11-10T04:22:50,2020-11-10T04:34:16,218.844,28691300,vasp,0.003676471,1,user_55
11676,vasp_std,128,34816,128,1469,2020-11-30T15:28:06,2020-11-30T15:52:35,247.126,45295900,vasp,0.003676471,1,user_55
11677,vasp_gam,128,34816,128,1377,2020-11-30T18:53:17,2020-11-30T19:16:14,245.943,44833900,vasp,0.003676471,1,user_55
11678,vasp_std,128,34816,128,1492,2020-12-01T14:58:56,2020-12-01T15:23:48,247.621,45073100,vasp,0.003676471,1,user_55
11679,vasp.541_p5.cori,128,34816,128,1431,2020-12-01T14:58:56,2020-12-01T15:22:47,246.957,45150800,vasp,0.003676471,1,user_55
11680,vasp_std,128,34816,128,1443,2020-12-01T23:27:51,2020-12-01T23:51:54,244.526,44960600,vasp,0.003676471,1,user_55
11681,vasp_std,128,34816,128,1416,2020-12-02T04:49:42,2020-12-02T05:13:18,245.857,45081400,vasp,0.003676471,1,user_55
11682,vasp_gam,128,34816,128,1507,2020-12-02T05:14:21,2020-12-02T05:39:28,248.317,45411700,vasp,0.003676471,1,user_55
11683,vasp_std,128,34816,128,1507,2020-12-02T12:18:08,2020-12-02T12:43:15,247.928,45399800,vasp,0.003676471,1,user_55
11684,vasp_std,128,34816,128,1405,2020-12-02T13:20:10,2020-12-02T13:43:35,245.333,45228800,vasp,0.003676471,1,user_55
11685,vasp_gam,128,34816,128,1434,2020-12-02T18:05:59,2020-12-02T18:29:53,246.261,45115500,vasp,0.003676471,1,user_55
11686,vasp_std,128,34816,128,1418,2020-12-03T00:26:55,2020-12-03T00:50:33,244.371,44440800,vasp,0.003676471,1,user_55
11687,vasp_std,128,34816,128,1441,2020-12-04T17:57:29,2020-12-04T18:21:30,248.062,45460700,vasp,0.003676471,1,user_55
11688,vasp_std_fixed_c,128,34816,128,1487,2020-12-05T03:04:54,2020-12-05T03:29:41,241.196,43653600,vasp,0.003676471,1,user_55
11689,vasp_std,128,34816,128,1489,2020-12-05T10:06:08,2020-12-05T10:30:57,245.71,45445700,vasp,0.003676471,1,user_55
11690,vasp_std,128,34816,128,1409,2020-12-05T10:16:28,2020-12-05T10:39:57,245.696,45192200,vasp,0.003676471,1,user_55
11691,vaspzfix,128,34816,128,1310,2020-12-14T20:48:45,2020-12-14T21:10:35,243.293,49216600,vasp,0.003676471,1,user_55
11692,vasp_std,128,34816,128,1297,2020-12-14T20:48:45,2020-12-14T21:10:22,243.9,49235400,vasp,0.003676471,1,user_55
11693,vasp_std,128,34816,128,1300,2020-12-15T02:59:14,2020-12-15T03:20:54,242.64,49248800,vasp,0.003676471,1,user_55
11694,vasp_std,128,34816,128,1294,2020-12-15T02:59:14,2020-12-15T03:20:48,244.321,48772400,vasp,0.003676471,1,user_55
11695,vasp_std,128,34816,128,1334,2020-12-15T02:59:14,2020-12-15T03:21:28,240.954,48214200,vasp,0.003676471,1,user_55
11696,vasp_std,128,34816,128,1287,2020-12-15T03:31:44,2020-12-15T03:53:11,244.858,48837100,vasp,0.003676471,1,user_55
11697,vasp_std,128,34816,128,1308,2020-12-15T03:31:44,2020-12-15T03:53:32,242.052,48437800,vasp,0.003676471,1,user_55
11698,vasp_std,128,34816,128,1306,2020-12-15T03:31:44,2020-12-15T03:53:30,241.964,48347400,vasp,0.003676471,1,user_55
11699,vasp_std,128,34816,128,1345,2020-12-15T03:31:48,2020-12-15T03:54:13,243.224,48606700,vasp,0.003676471,1,user_55
11700,vasp_std,128,34816,128,1606,2020-12-15T03:56:14,2020-12-15T04:23:00,240.68,47527300,vasp,0.003676471,1,user_55
11701,vasp_std,128,34816,128,1542,2020-12-15T03:56:14,2020-12-15T04:21:56,242.277,48739800,vasp,0.003676471,1,user_55
